0.597249499,8.099881172
0.597261086,8.100820541
0.597272645,8.026527405
0.597284217,8.092978478
0.597295805,8.112797737
0.597307366,8.122366905
0.597318951,8.114989281
0.597330525,8.123900414
0.597342109,8.141073227
0.59735367,8.116373062
0.597365263,8.137896538
0.597376814,8.107177734
0.597388396,8.143516541
0.597399978,8.11093998
0.597411549,8.136284828
0.597423127,8.12761116
0.597434694,8.137946129
0.597446277,8.138903618
0.597457836,8.139262199
0.597469415,8.136773109
0.597480997,8.154684067
0.597492556,8.115293503
0.597504143,8.148451805
0.597515716,8.11707592
0.597527277,8.128489494
0.597538863,8.1114645
0.597550445,8.128195763
0.597562001,8.110778809
0.597573591,8.125746727
0.597585153,8.106788635
0.597596735,8.105958939
0.597608298,8.101559639
0.597619883,8.093231201
0.597631466,8.09428978
0.597643025,8.080618858
0.597654619,8.08275795
0.597666184,8.076654434
0.597677743,8.080858231
0.597689325,8.076349258
0.597700895,8.073365212
0.597712477,8.060286522
0.597724039,8.072171211
0.597735621,8.054647446
0.597747204,8.064016342
0.597758763,8.057546616
0.597770346,8.064418793
0.59778191,8.030138969
0.597793492,8.06821537
0.597805076,8.034724236
0.597816644,8.059696198
0.597828229,8.034062386
0.597839787,8.039386749
0.597851374,8.011105537
0.597862936,8.045506477
0.59787452,8.022177696
0.597886085,8.045769692
0.597897667,8.004553795
0.59790923,8.02739048
0.597920816,7.997770309
0.597932385,8.010622025
0.597943968,7.99954176
0.597955531,8.009352684
0.597967113,7.993721485
0.597978683,8.007845879
0.597990265,7.980986595
0.598001835,8.007076263
0.598013396,7.994406223
0.598024981,7.981874466
0.598036566,7.977221012
0.598048125,7.981761932
0.598059707,7.970321655
0.598071289,7.96497488
0.598082848,7.976232529
0.598094434,7.960847378
0.598106018,7.972017765
0.598117567,7.951675892
0.598129149,7.963004589
0.598140731,7.943640232
0.598152292,7.949139118
0.598163879,7.929774761
0.59817544,7.944654942
0.598187033,7.926955223
0.598198594,7.943701744
0.598210167,7.923326016
0.59822175,7.947248459
0.598233309,7.929346085
0.598244898,7.939439774
0.59825646,7.929204464
0.598268031,7.946649075
0.598279621,7.91121769
0.598291179,7.939631939
0.598302761,7.898846626
0.598314343,7.918550015
0.598325904,7.905286789
0.598337497,7.905039311
0.598349059,7.895700932
0.598360627,7.907673836
0.598372209,7.889295101
0.598383791,7.895534039
0.598395356,7.899084568
0.598406944,7.890436173
0.598418505,7.896709442
0.598430072,7.87583065
0.598441661,7.890660763
0.59845322,7.882859707
0.598464806,7.878146648
0.59847639,7.861368656
0.59848795,7.877072811
0.598499534,7.86054039
0.59851112,7.868376732
0.598522682,7.873452663
0.598534253,7.877746105
0.598545814,7.853837013
0.598557396,7.892295837
0.598568983,7.870562077
0.598580546,7.872173309
0.598592114,7.846809387
0.598603696,7.860056877
0.598615286,7.838831425
